"tplace","fplace","id","from","to","fid","tid","fpid","tpi","date","lang","archive","year","flat","flng","tlat","tlng"
"Heilsberg","Vilnius",2939,"Sigismund II Augustus  Jagiellon","DANTISCUS Ioannes",12,1,8,1,"1546-03-18","Latin","BCz",1546,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Königsberg",5017,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,84,1,"1541-03-03","German","BCz",1541,54.7116095,20.46453,54.130825,20.5672699
"Heilsberg","Stuhm ",2896,"ZEHMEN Achatius von","DANTISCUS Ioannes",16,1,132,1,"1546-01-09","German","BCz",1546,53.632826,10.102875,54.130825,20.5672699
"Heilsberg","Cracow",5722,"Sigismund I  Jagiellon","DANTISCUS Ioannes",24,1,2,1,"1545-06-13","Latin","BNW",1545,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Poznań",2327,"NIPSZYC Marcin","DANTISCUS Ioannes",142,1,121,1,"1540-08-01","Latin","BCz",1540,52.406374,16.925168,54.130825,20.5672699
"Heilsberg","Świecie",3120,"KONOPAT Georg von jr.","DANTISCUS Ioannes",2403,1,208,1,"1547-06-13","German","BCz",1547,53.409384,18.447386,54.130825,20.5672699
"Heilsberg","Frauenburg",2906,"Ermland, Chapter","DANTISCUS Ioannes",985,1,49,1,"1546-01-26","Latin","BCz",1546,54.357478,19.680072,54.130825,20.5672699
"Heilsberg","Mewe",2488,"BAYSEN Georg von","DANTISCUS Ioannes",144,1,99,1,"1541-08-30","German","BCz",1541,NA,NA,54.130825,20.5672699
"Heilsberg","Königsberg",5144,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,84,1,"1548-07-05","German","BCz",1548,54.7116095,20.46453,54.130825,20.5672699
"Heilsberg","Vilnius",3212,"ZBOROWSKI Piotr","DANTISCUS Ioannes",379,1,8,1,"1547-09-12","Latin","BCz",1547,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Cracow",3080,"CLEMENTH Bartholomeus a","DANTISCUS Ioannes",359,1,2,1,"1547-04-15","Latin","BK",1547,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Vilnius",2437,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,8,1,"1541-06-16","Latin","BCz",1541,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Stuhm ",4620,"ZEHMEN Achatius von","DANTISCUS Ioannes",16,1,132,1,"1545-01-29","German","AAWO",1545,53.632826,10.102875,54.130825,20.5672699
"Heilsberg","Gdańsk",5489,"Gdańsk, town council","DANTISCUS Ioannes",991,1,24,1,"1541-06-06","German","AAWO",1541,54.352025,18.646638,54.130825,20.5672699
"Heilsberg","Löbau",2814,"GIESE Tiedemann","DANTISCUS Ioannes",275,1,15,1,"1545-04-04","Latin","BCz",1545,51.096229,14.670178,54.130825,20.5672699
"Heilsberg","Zakroczym",3345,"PŁOTOWSKI Mikołaj","DANTISCUS Ioannes",340,1,283,1,"1548-02-23","Polish","",1548,52.437989,20.611981,54.130825,20.5672699
"Heilsberg","Gdańsk",4646,"KEMPEN Eggert van","DANTISCUS Ioannes",451,1,24,1,"1546-07-02","German","AAWO",1546,54.352025,18.646638,54.130825,20.5672699
"Heilsberg","Marienburg",3023,"KOSTKA Stanisław","DANTISCUS Ioannes",185,1,83,1,"1546-12-15","German","BCz",1546,52.172531,9.766577,54.130825,20.5672699
"Heilsberg","Piotrków",3166,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,6,1,"1547-07-19","Latin","AAWO",1547,51.405172,19.703024,54.130825,20.5672699
"Heilsberg","Niepołomice",5454,"ZZZZZUNK","DANTISCUS Ioannes",943,1,50,1,"1543-09-01","Latin","GStA PK",1543,50.040666,20.222533,54.130825,20.5672699
"Heilsberg","Vilnius",2345,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,8,1,"1540-09-13","Latin","BCz",1540,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Marienburg",3361,"TRENCK Achatius","DANTISCUS Ioannes",138,1,83,1,"1548-04-13","Latin","BK",1548,52.172531,9.766577,54.130825,20.5672699
"Heilsberg","Cracow",2575,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,2,1,"1542-06-29","Latin","BCz",1542,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Gdańsk",4579,"Gdańsk, town council","DANTISCUS Ioannes",991,1,24,1,"1544-01-31","German","AAWO",1544,54.352025,18.646638,54.130825,20.5672699
"Heilsberg","Piotrków",3182,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,6,1,"1547-08-05","Latin","AAWO",1547,51.405172,19.703024,54.130825,20.5672699
"Heilsberg","Wielowieś",2684,"Bona  Sforza","DANTISCUS Ioannes",7,1,252,1,"1543-11-20","Latin","BCz",1543,50.509641,18.616198,54.130825,20.5672699
"Heilsberg","Vilnius",2357,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,8,1,"1540-11-17","Latin","BCz",1540,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Vilnius",2925,"Sigismund II Augustus  Jagiellon","DANTISCUS Ioannes",12,1,8,1,"1546-03-02","Latin","BCz",1546,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Cracow",3351,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,2,1,"1548-03-15","Latin","AAWO",1548,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Vilnius",2484,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,8,1,"1541-08-23","Latin","BCz",1541,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Marienburg",3126,"KOSTKA Stanisław","DANTISCUS Ioannes",185,1,83,1,"1547-06-16","German","BCz",1547,52.172531,9.766577,54.130825,20.5672699
"Heilsberg","Kieslingswalde",3164,"KONOPAT Georg von jr.","DANTISCUS Ioannes",2403,1,279,1,"1547-07-16","German","BCz",1547,NA,NA,54.130825,20.5672699
"Heilsberg","Gdańsk",27,"PLATEN Mathias","DANTISCUS Ioannes",37,1,24,1,"1547-06-18","German","BCz",1547,54.352025,18.646638,54.130825,20.5672699
"Heilsberg","Vilnius",3078,"Sigismund II Augustus  Jagiellon","DANTISCUS Ioannes",12,1,8,1,"1547-04-11","Latin","BNW",1547,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Marienburg",3349,"KOSTKA Stanisław","DANTISCUS Ioannes",185,1,83,1,"1548-03-07","German","BCz",1548,52.172531,9.766577,54.130825,20.5672699
"Heilsberg","Frauenburg",2320,"Ermland, Chapter","DANTISCUS Ioannes",985,1,49,1,"1540-06-19","Latin","BCz",1540,54.357478,19.680072,54.130825,20.5672699
"Heilsberg","Augsburg",3714,"FUGGER Anton","DANTISCUS Ioannes",173,1,29,1,"1541-08-26","German","BCz",1541,48.370545,10.89779,54.130825,20.5672699
"Heilsberg","Gdańsk",2610,"LOITZ Michael","DANTISCUS Ioannes",150,1,24,1,"1542-12-30","German","BCz",1542,54.352025,18.646638,54.130825,20.5672699
"Heilsberg","Mohrungen",2618,"ZEHMEN Achatius von","DANTISCUS Ioannes",16,1,250,1,"1543-01-24","German","BCz",1543,NA,NA,54.130825,20.5672699
"Heilsberg","Gdańsk",2550,"Gdańsk, town council","DANTISCUS Ioannes",991,1,24,1,"1542-03-20","German","BCz",1542,54.352025,18.646638,54.130825,20.5672699
"Heilsberg","Vilnius",2481,"MACIEJOWSKI Samuel","DANTISCUS Ioannes",38,1,8,1,"1541-08-15","Latin","BCz",1541,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Kokenhusen",4187,"Wilhelm von Hohenzollern","DANTISCUS Ioannes",800,1,280,1,"1540-08-15","German","BCz",1540,NA,NA,54.130825,20.5672699
"Heilsberg","Warsaw",2713,"OKOŃ Piotr ","DANTISCUS Ioannes",167,1,254,1,"1544-04-07","Polish","AAWO",1544,52.229676,21.012229,54.130825,20.5672699
"Heilsberg","Vilnius",3087,"KALECKI Maciej","DANTISCUS Ioannes",195,1,8,1,"1547-05-12","Latin","BK",1547,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Piotrków",2700,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,6,1,"1544-01-20","Latin","BCz",1544,51.405172,19.703024,54.130825,20.5672699
"Heilsberg","Frauenburg",6168,"Ermland, Chapter","DANTISCUS Ioannes",985,1,49,1,"1540-10-20","Latin","AAWO",1540,54.357478,19.680072,54.130825,20.5672699
"Heilsberg","Olita ",2707,"WOLSKI Paweł","DANTISCUS Ioannes",281,1,256,1,"1544-02-29","Latin","BCz",1544,54.396294,24.045876,54.130825,20.5672699
"Heilsberg","Frauenburg",2563,"Ermland, Chapter","DANTISCUS Ioannes",985,1,49,1,"1542-04-25","Latin","BCz",1542,54.357478,19.680072,54.130825,20.5672699
"Heilsberg","Thorn",3091,"Thorn, town council","DANTISCUS Ioannes",1010,1,18,1,"1547-05-25","German","BCz",1547,53.01379,18.598444,54.130825,20.5672699
"Heilsberg","Oliwa",3368,"Adrianus, abbot in Oliwa","DANTISCUS Ioannes",316,1,274,1,"1548-05-13","Latin","BCz",1548,54.410556,18.558889,54.130825,20.5672699
"Heilsberg","Graudenz",2502,"KOYE Johann","DANTISCUS Ioannes",384,1,134,1,"1541-10-05","German","BCz",1541,53.483749,18.753565,54.130825,20.5672699
"Heilsberg","Gdańsk",2637,"LEHMANN Johann","DANTISCUS Ioannes",46,1,24,1,"1543-03-14","Latin","BCz",1543,54.352025,18.646638,54.130825,20.5672699
"Heilsberg","Andrzejów",2732,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,259,1,"1544-06-06","Latin","BCz",1544,50.76395,22.437936,54.130825,20.5672699
"Heilsberg","Marienburg",4695,"WERSFELT Ludwig","DANTISCUS Ioannes",412,1,83,1,"1547-11-14","German","AAWO",1547,52.172531,9.766577,54.130825,20.5672699
"Heilsberg","Cracow",2621,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,2,1,"1543-01-28","Latin","AAWO",1543,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Esztergom",2595,"ZAGÓRSKI Stanisław","DANTISCUS Ioannes",345,1,64,1,"1542-10-17","Latin","BCz",1542,47.788395,18.743445,54.130825,20.5672699
"Heilsberg","Piotrków",3335,"ZBOROWSKI Piotr","DANTISCUS Ioannes",379,1,6,1,"1548-01-31","Latin","BCz",1548,51.405172,19.703024,54.130825,20.5672699
"Heilsberg","Frauenburg",2409,"Ermland, Chapter","DANTISCUS Ioannes",985,1,49,1,"1541-03-27","Latin","BCz",1541,54.357478,19.680072,54.130825,20.5672699
"Heilsberg","Cracow",2898,"TARNOWSKI Jan Amor","DANTISCUS Ioannes",88,1,2,1,"1546-01-12","Latin","BCz",1546,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Osterode ",5460,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,347,1,"1543-03-17","German","AAWO",1543,51.729377,10.258031,54.130825,20.5672699
"Heilsberg","Braunsberg",2654,"Braunsberg, town council","DANTISCUS Ioannes",976,1,199,1,"1543-07-27","German","BCz",1543,50.995027,7.202504,54.130825,20.5672699
"Heilsberg","Wielowieś",2677,"Bona  Sforza","DANTISCUS Ioannes",7,1,252,1,"1543-11-08","Latin","BCz",1543,50.509641,18.616198,54.130825,20.5672699
"Heilsberg","Cracow",3895,"HEGEL Georg","DANTISCUS Ioannes",31,1,2,1,"1541-08-08","German","AAWO",1541,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Königsberg",5037,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,84,1,"1541-08-01","German","BCz",1541,54.7116095,20.46453,54.130825,20.5672699
"Heilsberg","Rome",2947,"CLEMENTH Bartholomeus a","DANTISCUS Ioannes",359,1,7,1,"1546-04-03","Latin","AAWO",1546,41.872389,12.48018,54.130825,20.5672699
"Heilsberg","Cracow",2799,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,2,1,"1545-02-28","Latin","AAWO",1545,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Cracow",2638,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,2,1,"1543-03-19","Latin","BCz",1543,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Frankfurt an der Oder",2635,"Frankfurt an der Oder Rector, doctors and masters of the University in","DANTISCUS Ioannes",1006,1,188,1,"1543-03-01","Latin","UUB",1543,52.347224,14.550567,54.130825,20.5672699
"Heilsberg","Gdańsk",4688,"Gdańsk, town council","DANTISCUS Ioannes",991,1,24,1,"1547-09-06","German","AAWO",1547,54.352025,18.646638,54.130825,20.5672699
"Heilsberg","Cracow",3011,"BONER Seweryn","DANTISCUS Ioannes",242,1,2,1,"1546-11-15","Latin","BCz",1546,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Vilnius",2781,"OKOŃ Piotr ","DANTISCUS Ioannes",167,1,8,1,"1545-01-05","Polish","BCz",1545,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Piotrków",3249,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,6,1,"1547-11-03","Latin","AAWO",1547,51.405172,19.703024,54.130825,20.5672699
"Heilsberg","Schweidnitz",4863,"LANGE Ioannes","DANTISCUS Ioannes",170,1,360,1,"1547-06-02","Latin","",1547,50.849843,16.475679,54.130825,20.5672699
"Heilsberg","Fulda",2414,"WITZEL Georg","DANTISCUS Ioannes",271,1,238,1,"1541-04-18","Latin","UUB",1541,50.55581,9.680845,54.130825,20.5672699
"Heilsberg","Wielowieś",2671,"MACIEJOWSKI Samuel","DANTISCUS Ioannes",38,1,252,1,"1543-10-24","Latin","BCz",1543,50.509641,18.616198,54.130825,20.5672699
"Heilsberg","Wielowieś",2674,"Sigismund I  Jagiellon","DANTISCUS Ioannes",24,1,252,1,"1543-11-01","Latin","BCz",1543,50.509641,18.616198,54.130825,20.5672699
"Heilsberg","Płock",2577,"SRZEŃSKI Szczęsny (Feliks)","DANTISCUS Ioannes",162,1,78,1,"1542-07-22","Latin","BCz",1542,52.546345,19.706536,54.130825,20.5672699
"Heilsberg"," s.l.",6293,"ZZZZZUNK","DANTISCUS Ioannes",943,1,3,1,"1541-07-06","Latin","AAWO",1541,NA,NA,54.130825,20.5672699
"Heilsberg","Königsberg",5051,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,84,1,"1542-02-28","German","AAWO",1542,54.7116095,20.46453,54.130825,20.5672699
"Heilsberg","Vilnius",2408,"MACIEJOWSKI Samuel","DANTISCUS Ioannes",38,1,8,1,"1541-03-26","Latin","BCz",1541,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Cracow",5725,"Sigismund I  Jagiellon","DANTISCUS Ioannes",24,1,2,1,"1546-03-09","Latin","BNW",1546,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Wismar",4207,"Albrecht VII  Nikloting","DANTISCUS Ioannes",205,1,340,1,"1541-01-19","German","BCz",1541,53.897942,11.451602,54.130825,20.5672699
"Heilsberg","Königsberg",4642,"LOHMÜLLER Johann","DANTISCUS Ioannes",134,1,84,1,"1546-06-17","German","AAWO",1546,54.7116095,20.46453,54.130825,20.5672699
"Heilsberg","Piotrków",5729,"Sigismund I  Jagiellon","DANTISCUS Ioannes",24,1,6,1,"1547-10-18","Latin","BNW",1547,51.405172,19.703024,54.130825,20.5672699
"Heilsberg","Thorn",2650,"WERDEN Johann von","DANTISCUS Ioannes",9,1,18,1,"1543-07-07","German","BCz",1543,53.01379,18.598444,54.130825,20.5672699
"Heilsberg","Gdańsk",4800,"Gdańsk, town council","DANTISCUS Ioannes",991,1,24,1,"1543-02-28","German","AAWO",1543,54.352025,18.646638,54.130825,20.5672699
"Heilsberg","Löbau",2833,"GIESE Tiedemann","DANTISCUS Ioannes",275,1,15,1,"1545-05-26","Latin","BCz",1545,51.096229,14.670178,54.130825,20.5672699
"Heilsberg","Neisse",2796,"NIPSZYC Marcin","DANTISCUS Ioannes",142,1,262,1,"1545-02-20","Latin","BK",1545,50.731828,15.224094,54.130825,20.5672699
"Heilsberg","Rome",2805,"WOREIN Samson","DANTISCUS Ioannes",366,1,7,1,"1545-03-20","Latin","AAWO",1545,41.872389,12.48018,54.130825,20.5672699
"Heilsberg","Thorn",3041,"RUPRICHT Wolf","DANTISCUS Ioannes",382,1,18,1,"1547-02-14","German","BCz",1547,53.01379,18.598444,54.130825,20.5672699
"Heilsberg","Cracow",2819,"SOBOCKI Tomasz","DANTISCUS Ioannes",367,1,2,1,"1545-04-25","Latin","BCz",1545,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Vilnius",2795,"KALECKI Maciej","DANTISCUS Ioannes",195,1,8,1,"1545-02-12","Latin","BCz",1545,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Piotrków",2704,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,6,1,"1544-02-14","Latin","BCz",1544,51.405172,19.703024,54.130825,20.5672699
"Heilsberg","Königsberg",5143,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,84,1,"1548-05-31","German","AAWO",1548,54.7116095,20.46453,54.130825,20.5672699
"Heilsberg","Königsberg",5018,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,84,1,"1541-03-22","German","BCz",1541,54.7116095,20.46453,54.130825,20.5672699
"Heilsberg","Piotrków",2708,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,6,1,"1544-03-05","Latin","BCz",1544,51.405172,19.703024,54.130825,20.5672699
"Heilsberg","Königsberg",5044,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,84,1,"1541-10-22","German","BCz",1541,54.7116095,20.46453,54.130825,20.5672699
"Heilsberg","Vilnius",2823,"Elisabeth von Habsburg","DANTISCUS Ioannes",357,1,8,1,"1545-05-02","Latin","BCz",1545,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Antwerp",4658,"TUCHER Lazarus","DANTISCUS Ioannes",342,1,38,1,"1546-11-10","German","AAWO",1546,51.219448,4.402464,54.130825,20.5672699
"Heilsberg","Cracow",2588,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,2,1,"1542-09-20","Latin","BCz",1542,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Cracow",2791,"Bona  Sforza","DANTISCUS Ioannes",7,1,2,1,"1545-02-03","Latin","BCz",1545,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Königsberg",5038,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,84,1,"1541-08-02","German","BCz",1541,54.7116095,20.46453,54.130825,20.5672699
"Heilsberg","Königsberg",4634,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,84,1,"1546-04-04","German","AAWO",1546,54.7116095,20.46453,54.130825,20.5672699
"Heilsberg","Cracow",2715,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,2,1,"1544-04-14","Latin","AAWO",1544,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Ghent",2989,"UUTENHOVE Karel","DANTISCUS Ioannes",128,1,17,1,"1546-09-12","Latin","UUB",1546,51.054342,3.717424,54.130825,20.5672699
"Heilsberg","Zator",3127,"Bona  Sforza","DANTISCUS Ioannes",7,1,276,1,"1547-06-16","Latin","BCz",1547,49.99621,19.43747,54.130825,20.5672699
"Heilsberg","Piotrków",3273,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,6,1,"1547-11-30","Latin","BCz",1547,51.405172,19.703024,54.130825,20.5672699
"Heilsberg","Königsberg",5014,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,84,1,"1540-11-18","German","BCz",1540,54.7116095,20.46453,54.130825,20.5672699
"Heilsberg","Vilnius",2342,"Sigismund I  Jagiellon","DANTISCUS Ioannes",24,1,8,1,"1540-09-11","Latin","AAWO",1540,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Gdańsk",3143,"KAMMERMANN Gregor, wife of","DANTISCUS Ioannes",808,1,24,1,"1547-06-28","German","BCz",1547,54.352025,18.646638,54.130825,20.5672699
"Heilsberg","Königsberg",5045,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,84,1,"1541-11-12","German","BCz",1541,54.7116095,20.46453,54.130825,20.5672699
"Heilsberg","Cracow",5718,"Sigismund I  Jagiellon","DANTISCUS Ioannes",24,1,2,1,"1545-02-06","Latin","BNW",1545,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Brest-Litovsk",6348,"Sigismund I  Jagiellon","DANTISCUS Ioannes",24,1,246,1,"1544-08-17","Latin","BCz",1544,52.133333,23.666667,54.130825,20.5672699
"Heilsberg","Ragnit ",5470,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,382,1,"1546-05-28","German","AAWO",1546,55.039476,22.033821,54.130825,20.5672699
"Heilsberg","Königsberg",4993,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,84,1,"1540-04-20","German","BCz",1540,54.7116095,20.46453,54.130825,20.5672699
"Heilsberg","Cracow",3356,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,2,1,"1548-03-28","Latin","AAWO",1548,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Gdańsk",2757,"Gdańsk, town council","DANTISCUS Ioannes",991,1,24,1,"1544-09-11","German","BCz",1544,54.352025,18.646638,54.130825,20.5672699
"Heilsberg","Poznań",2538,"GÓRKA Andrzej","DANTISCUS Ioannes",149,1,121,1,"1542-02-11","Latin","BCz",1542,52.406374,16.925168,54.130825,20.5672699
"Heilsberg","Königsberg",2559,"KREYTZEN Johann von","DANTISCUS Ioannes",151,1,84,1,"1542-04-17","German","BCz",1542,54.7116095,20.46453,54.130825,20.5672699
"Heilsberg","Poznań",2329,"GÓRKA Łukasz","DANTISCUS Ioannes",181,1,121,1,"1540-08-09","Latin","BCz",1540,52.406374,16.925168,54.130825,20.5672699
"Heilsberg","Cracow",2978,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,2,1,"1546-06-19","Latin","AAWO",1546,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Venice",3194,"MAGNUS Olaus","DANTISCUS Ioannes",1114,1,23,1,"1547-08-20","Latin","AAWO",1547,45.440847,12.315515,54.130825,20.5672699
"Heilsberg","Vilnius",2339,"MACIEJOWSKI Samuel","DANTISCUS Ioannes",38,1,8,1,"1540-09-03","Latin","BCz",1540,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Wrocław",2892,"GUTTETER Friedrich","DANTISCUS Ioannes",301,1,39,1,"1545-12-29","German","BCz",1545,51.107885,17.038538,54.130825,20.5672699
"Heilsberg","Pelplin",2576,"KRON Jodok","DANTISCUS Ioannes",386,1,245,1,"1542-07-12","Latin","BCz",1542,53.928313,18.697942,54.130825,20.5672699
"Heilsberg","Pforzen",4628,"HOLTZFER Christian","DANTISCUS Ioannes",447,1,350,1,"1545-12-22","German","AAWO",1545,47.929985,10.615215,54.130825,20.5672699
"Heilsberg","Brest-Litovsk",2747,"MACIEJOWSKI Samuel","DANTISCUS Ioannes",38,1,246,1,"1544-08-17","Latin","BCz",1544,52.133333,23.666667,54.130825,20.5672699
"Heilsberg","Vilnius",2436,"MACIEJOWSKI Samuel","DANTISCUS Ioannes",38,1,8,1,"1541-06-03","Latin","BCz",1541,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Vilnius",2835,"Elisabeth von Habsburg","DANTISCUS Ioannes",357,1,8,1,"1545-06-02","Latin","BCz",1545,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Niepołomice",2659,"Bona  Sforza","DANTISCUS Ioannes",7,1,50,1,"1543-08-30","Latin","BCz",1543,50.040666,20.222533,54.130825,20.5672699
"Heilsberg","Mewe",3282,"BAYSEN Johann von","DANTISCUS Ioannes",373,1,99,1,"1547-12-11","German","BCz",1547,NA,NA,54.130825,20.5672699
"Heilsberg","Elbing",3169,"Elbing, town council","DANTISCUS Ioannes",984,1,166,1,"1547-07-21","German","BCz",1547,54.156061,19.40449,54.130825,20.5672699
"Heilsberg","Vilnius",3052,"KALECKI Maciej","DANTISCUS Ioannes",195,1,8,1,"1547-02-27","Latin","BK",1547,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Gdańsk",4661,"WERDEN Johann von","DANTISCUS Ioannes",9,1,24,1,"1546-12-03","Low German","AAWO",1546,54.352025,18.646638,54.130825,20.5672699
"Heilsberg","Königsberg",5063,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,84,1,"1542-10-18","German","AAWO",1542,54.7116095,20.46453,54.130825,20.5672699
"Heilsberg","Leipzig",4663,"REYMAN Absalom","DANTISCUS Ioannes",350,1,95,1,"1547-01-05","German","AAWO",1547,51.339696,12.373075,54.130825,20.5672699
"Heilsberg","Frauenburg",2616,"RHEDEN Dietrich von","DANTISCUS Ioannes",274,1,49,1,"1543-01-15","Latin","UUB",1543,54.357478,19.680072,54.130825,20.5672699
"Heilsberg","Cracow",2832,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,2,1,"1545-05-21","Latin","BCz",1545,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Löbau",4636,"GIESE Tiedemann","DANTISCUS Ioannes",275,1,15,1,"1545-12-20","Latin","",1545,51.096229,14.670178,54.130825,20.5672699
"Heilsberg","Piotrków",3278,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,6,1,"1547-12-08","Latin","BCz",1547,51.405172,19.703024,54.130825,20.5672699
"Heilsberg","Piotrków",4698,"BAYSEN Johann von","DANTISCUS Ioannes",373,1,6,1,"1548-02-01","German","AAWO",1548,51.405172,19.703024,54.130825,20.5672699
"Heilsberg","Marienburg",3059,"KOSTKA Stanisław","DANTISCUS Ioannes",185,1,83,1,"1547-03-05","German","BCz",1547,52.172531,9.766577,54.130825,20.5672699
"Heilsberg","Stuhm ",4707,"ZEHMEN Achatius von","DANTISCUS Ioannes",16,1,132,1,"1548-06-05","German","AAWO",1548,53.632826,10.102875,54.130825,20.5672699
"Heilsberg","Brussels",3001,"DE SCHEPPER Cornelis","DANTISCUS Ioannes",719,1,11,1,"1546-10-18","Latin","UUB",1546,50.85034,4.35171,54.130825,20.5672699
"Heilsberg","Janowiec",3406,"FIRLEJ Piotr of Dąbrowica","DANTISCUS Ioannes",251,1,289,1,"1548-07-09","Polish","BCz",1548,51.323514,21.890312,54.130825,20.5672699
"Heilsberg","Cracow",3388,"ROSSOCHA Paul","DANTISCUS Ioannes",434,1,2,1,"1548-06-30","German","BCz",1548,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Rome",2753,"MAGNUS Olaus","DANTISCUS Ioannes",1114,1,7,1,"1544-09-06","Latin","AAWO",1544,41.872389,12.48018,54.130825,20.5672699
"Heilsberg","Elbing",3144,"FRIEDWALD Nikolaus","DANTISCUS Ioannes",303,1,166,1,"1547-06-28","German","BCz",1547,54.156061,19.40449,54.130825,20.5672699
"Heilsberg","Elbing",2800,"Elbing, town council","DANTISCUS Ioannes",984,1,166,1,"1545-03-12","German","BCz",1545,54.156061,19.40449,54.130825,20.5672699
"Heilsberg","Piotrków",2702,"Bona  Sforza","DANTISCUS Ioannes",7,1,6,1,"1544-02-12","Latin","BCz",1544,51.405172,19.703024,54.130825,20.5672699
"Heilsberg","Marienburg",4702,"REYMAN Absalom","DANTISCUS Ioannes",350,1,83,1,"1548-04-02","German","AAWO",1548,52.172531,9.766577,54.130825,20.5672699
"Heilsberg","Wielowieś",2692,"Bona  Sforza","DANTISCUS Ioannes",7,1,252,1,"1543-12-10","Latin","BCz",1543,50.509641,18.616198,54.130825,20.5672699
